gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status
Male,ME,9.52,77.6,81.2,0,2.6,62.5,5,3,3,3,4,3,3,6.9,10,Yes,Low,Tier 1,Yes,High,Placed
Male,ECE,8.29,71.8,69.7,0,5.4,69.4,7,2,5,5,4,4,4,7.7,10,No,Medium,Tier 1,Yes,Medium,Placed
Female,CE,6.96,61.2,53.8,0,6.1,77.0,8,2,5,1,5,5,5,6.2,4,Yes,Low,Tier 2,Yes,Low,Placed
Male,ECE,9.15,83.1,76.6,0,5.0,73.9,4,3,3,3,4,4,1,4.6,5,No,Low,Tier 2,Yes,,Placed
Male,CSE,9.28,84.0,84.5,0,5.8,84.4,8,4,5,3,5,6,5,6.3,2,No,Low,Tier 3,Yes,Low,Placed
Male,ECE,8.21,75.7,70.5,0,7.1,78.5,2,2,2,4,3,2,2,4.4,10,No,Medium,Tier 2,Yes,Low,Not Placed
Male,CSE,8.89,66.8,76.6,0,4.2,70.7,4,3,3,1,5,2,5,6.7,7,No,Medium,Tier 1,Yes,Medium,Placed
Male,CSE,7.26,65.5,52.7,0,3.0,70.6,3,0,2,5,3,0,1,8.8,10,No,Medium,Tier 2,Yes,Medium,Placed
Male,ECE,8.73,74.9,75.2,0,3.1,73.4,8,2,5,1,5,4,5,5.9,4,No,High,Tier 2,Yes,Low,Placed
Female,IT,9.2,89.2,93.5,0,6.5,78.0,4,4,3,5,4,3,5,4.5,9,No,Medium,Tier 3,Yes,,Placed
Male,CE,9.16,86.1,78.7,0,5.5,82.4,8,3,5,5,5,5,1,8.8,3,No,Medium,Tier 2,Yes,Medium,Placed
Male,CSE,8.58,82.0,81.3,1,4.3,70.5,6,2,5,5,5,3,5,6.4,2,Yes,Medium,Tier 2,Yes,Medium,Placed
Male,IT,7.88,75.8,67.0,1,2.9,64.9,5,2,3,2,4,3,3,7.0,9,Yes,Medium,Tier 3,Yes,High,Placed
Male,CE,9.48,86.0,87.3,0,2.4,70.3,7,3,5,3,4,6,5,7.9,8,No,Medium,Tier 3,Yes,Low,Placed
Female,ME,7.63,66.2,76.5,0,4.0,61.1,3,1,4,3,4,3,2,7.6,10,No,Low,Tier 2,Yes,Medium,Not Placed
Male,IT,8.45,75.2,75.8,0,2.0,68.7,6,3,3,3,3,2,1,7.9,1,No,High,Tier 1,Yes,,Placed
Male,ECE,8.23,78.7,71.6,0,3.5,72.7,6,3,4,2,4,5,4,8.1,6,No,Medium,Tier 3,Yes,Low,Placed
Female,CSE,8.94,78.9,80.9,0,6.4,81.6,8,3,5,3,5,6,8,4.9,6,No,Low,Tier 3,Yes,Medium,Placed
Male,ECE,9.38,84.8,79.5,0,3.7,71.7,7,2,5,4,4,4,3,5.3,8,Yes,Medium,Tier 3,Yes,High,Placed
Male,ECE,9.46,84.6,85.8,0,3.5,77.4,8,2,5,2,5,5,2,8.4,8,No,Low,Tier 3,Yes,Low,Placed
Male,ECE,8.91,78.8,79.7,0,4.3,76.0,6,2,4,2,4,2,3,6.1,8,No,Low,Tier 3,Yes,Medium,Placed
Female,ME,8.8,85.4,80.7,0,5.9,81.8,4,3,3,3,5,4,0,6.2,7,No,Low,Tier 3,Yes,Medium,Placed
Male,IT,9.12,79.4,71.4,0,7.6,90.5,4,3,4,4,4,5,4,5.5,8,Yes,Medium,Tier 3,Yes,Low,Placed
Male,IT,9.4,78.9,84.8,0,1.7,65.8,6,3,5,5,5,5,3,6.5,6,No,Medium,Tier 1,Yes,High,Placed
Male,IT,7.5,70.9,70.4,0,6.4,85.6,3,2,3,5,4,4,2,6.6,8,No,High,Tier 2,Yes,Medium,Placed
Male,IT,8.13,72.4,73.0,0,5.6,74.0,8,2,5,3,4,5,6,5.9,8,Yes,Low,Tier 2,Yes,Medium,Placed
Male,IT,7.27,62.5,69.9,0,1.5,69.4,3,1,2,1,3,2,0,5.7,5,No,Medium,Tier 2,Yes,Low,Not Placed
Male,CSE,8.54,74.4,72.0,3,2.0,67.7,3,4,3,3,5,1,1,7.4,10,Yes,Medium,Tier 3,Yes,Low,Not Placed
Male,CSE,7.8,68.4,66.6,1,5.9,76.5,7,1,3,3,4,5,4,6.0,9,No,Low,Tier 3,No,High,Placed
Female,ECE,6.69,56.5,63.2,0,5.1,79.6,7,1,5,3,4,6,2,6.3,10,No,Medium,Tier 3,Yes,Low,Placed
Female,IT,7.23,72.8,69.3,1,0.5,56.4,4,1,3,5,3,4,1,4.4,3,No,Low,Tier 3,Yes,,Placed
Male,ECE,8.3,80.1,81.2,0,2.3,62.0,0,1,1,3,4,1,2,9.0,7,No,Low,Tier 1,Yes,High,Not Placed
Female,CE,9.14,75.8,83.3,0,5.1,73.5,8,1,5,4,4,4,4,8.1,4,No,Medium,Tier 3,Yes,High,Placed
Male,CSE,8.44,72.8,66.7,0,5.9,77.0,4,2,3,1,4,4,3,6.4,6,No,Medium,Tier 2,Yes,Low,Placed
Male,CSE,7.32,64.1,71.7,2,4.8,74.2,7,3,5,3,3,4,4,5.9,9,No,Low,Tier 2,Yes,,Placed
Female,CE,9.08,70.0,83.3,0,0.0,65.3,3,4,2,1,5,3,3,7.0,8,No,Low,Tier 1,Yes,Medium,Placed
Female,CSE,8.7,74.9,79.3,0,2.6,66.0,3,3,3,2,5,4,3,7.0,5,No,Low,Tier 3,Yes,,Placed
Female,ECE,8.37,77.7,83.1,0,2.0,72.1,8,0,5,1,5,6,4,5.5,7,No,Low,Tier 2,Yes,Low,Placed
Male,CSE,8.59,76.2,81.0,0,5.4,78.4,7,2,5,5,5,6,6,4.0,8,No,Low,Tier 3,Yes,,Placed
Female,ECE,7.02,69.5,67.5,1,3.1,68.9,7,3,4,5,4,3,2,6.4,7,No,Medium,Tier 2,Yes,Medium,Placed
Male,CE,8.49,78.4,66.3,0,5.1,70.5,5,3,3,5,5,2,1,5.1,7,No,Medium,Tier 1,Yes,,Placed
Female,ECE,6.16,62.4,53.0,0,4.3,64.2,1,1,1,1,3,2,3,7.2,5,No,Medium,Tier 2,Yes,Medium,Not Placed
Female,ME,8.52,80.0,81.6,0,1.7,65.7,6,3,4,3,5,4,2,7.2,4,No,Medium,Tier 2,Yes,Medium,Not Placed
Male,CSE,5.35,50.0,50.0,0,5.8,68.1,7,1,5,3,2,5,1,5.8,4,Yes,Medium,Tier 3,Yes,Low,Placed
Female,IT,7.85,65.5,73.1,2,6.3,86.9,8,2,5,4,4,5,6,6.4,7,No,Low,Tier 1,Yes,,Placed
Male,ECE,8.72,72.6,79.5,0,5.9,83.1,6,2,3,3,4,4,4,9.0,7,No,Low,Tier 3,Yes,,Placed
Male,ME,8.67,79.6,83.0,0,4.4,71.0,4,2,3,5,4,1,3,7.9,7,Yes,High,Tier 3,Yes,Low,Placed
Male,CE,6.83,66.0,55.1,1,3.8,66.5,2,2,1,3,4,1,3,6.5,10,No,Low,Tier 3,Yes,Low,Not Placed
Male,CSE,7.79,70.8,61.8,0,2.8,62.2,6,2,5,2,4,4,3,9.0,2,No,Low,Tier 2,Yes,Medium,Placed
Female,IT,7.47,69.4,66.1,0,6.5,76.7,5,3,4,2,3,4,2,5.6,4,No,Low,Tier 3,Yes,,Placed
Female,ME,9.89,92.4,90.9,0,7.2,80.3,6,4,5,4,5,4,4,6.0,7,Yes,Medium,Tier 2,Yes,Medium,Placed
Male,ECE,7.29,63.6,63.1,2,2.7,59.2,2,2,2,2,3,1,0,6.9,9,No,Medium,Tier 1,Yes,Medium,Not Placed
Female,CSE,7.81,72.6,70.0,1,1.8,62.6,5,0,3,2,4,1,2,5.2,7,No,High,Tier 1,Yes,Low,Placed
Female,IT,8.3,77.4,67.8,0,1.9,63.7,6,3,3,5,4,2,3,9.0,7,No,High,Tier 3,Yes,Low,Placed
Male,CE,8.94,74.9,74.0,0,2.1,71.1,6,3,4,4,5,4,1,7.2,2,No,Medium,Tier 1,Yes,High,Placed
Female,CSE,8.92,81.1,76.8,2,4.7,75.4,4,2,3,4,5,4,1,6.1,6,No,Medium,Tier 2,Yes,Medium,Not Placed
Male,ECE,8.57,79.2,81.4,0,1.4,61.4,2,1,2,1,4,2,5,7.5,6,No,Low,Tier 1,Yes,High,Placed
Female,IT,6.82,63.2,63.5,0,2.9,65.9,6,2,5,1,3,3,3,7.2,10,No,Low,Tier 1,Yes,Low,Placed
Male,ME,8.58,78.6,80.8,0,2.9,63.0,6,1,4,4,4,4,2,6.6,6,No,Low,Tier 1,Yes,High,Placed
Male,CE,6.84,65.5,66.1,1,4.3,78.1,3,3,1,1,3,2,2,5.5,8,No,Low,Tier 3,Yes,,Not Placed
Male,ECE,8.6,88.4,89.4,0,3.6,70.6,8,3,5,3,4,4,5,5.3,6,No,Low,Tier 2,Yes,Low,Placed
Female,CE,9.9,90.1,81.5,0,4.9,74.3,8,3,4,3,5,2,6,9.0,5,No,Low,Tier 3,Yes,Low,Placed
Male,ECE,7.14,72.2,60.0,1,3.8,68.2,4,0,2,2,3,2,1,5.4,6,No,Medium,Tier 2,Yes,Low,Placed
Male,CSE,7.08,55.2,70.4,0,4.4,67.8,3,1,3,3,4,4,3,9.0,6,No,High,Tier 3,Yes,Medium,Not Placed
Male,ME,10.0,90.7,89.1,0,7.9,86.5,6,4,4,5,5,6,1,6.0,10,Yes,Medium,Tier 2,Yes,,Placed
Female,IT,7.9,63.2,73.5,0,4.3,77.9,5,1,4,1,4,4,3,7.9,5,No,High,Tier 2,Yes,High,Placed
Male,ECE,9.08,79.2,75.7,0,4.5,70.2,5,1,4,5,4,5,3,7.6,5,No,Medium,Tier 2,Yes,Medium,Placed
Male,ECE,7.64,77.2,70.3,0,8.8,78.5,3,3,2,5,4,4,3,7.8,3,No,Medium,Tier 2,Yes,High,Placed
Male,ME,9.21,86.9,88.1,0,3.7,72.5,8,3,5,4,5,4,1,7.9,7,No,Medium,Tier 3,Yes,,Placed
Male,ECE,9.71,87.9,86.7,0,6.9,73.5,2,3,2,2,5,3,1,5.1,7,No,Low,Tier 2,Yes,Medium,Placed
Female,IT,10.0,95.7,92.1,0,6.5,84.1,7,3,5,2,5,4,4,6.2,3,Yes,Low,Tier 3,Yes,Low,Placed
Female,CE,9.57,87.4,87.6,1,2.1,61.3,3,3,2,5,4,1,3,5.4,10,Yes,High,Tier 3,Yes,Medium,Placed
Male,CSE,7.48,65.3,71.4,1,4.3,77.3,8,1,5,2,4,4,2,7.2,6,Yes,High,Tier 1,Yes,Medium,Placed
Male,IT,9.5,77.0,81.1,0,5.3,74.7,5,4,3,3,5,0,1,5.4,10,Yes,Low,Tier 2,Yes,Low,Placed
Female,CE,8.42,77.9,67.6,0,5.9,83.2,2,1,1,5,4,1,1,4.6,10,Yes,Low,Tier 1,No,Low,Placed
Male,IT,7.84,65.7,72.6,0,2.4,61.2,8,1,5,1,4,4,5,6.7,10,No,Medium,Tier 2,Yes,Medium,Placed
Female,ME,8.02,72.1,76.6,0,2.4,58.9,6,2,4,2,4,6,3,4.3,10,No,Low,Tier 2,Yes,Medium,Placed
Female,IT,10.0,89.4,99.5,0,5.8,77.9,7,3,5,1,5,6,2,7.3,4,No,Medium,Tier 3,Yes,Low,Placed
Female,CSE,6.92,60.4,62.8,0,2.0,72.1,6,3,5,3,3,5,3,5.5,9,No,Low,Tier 1,Yes,Low,Placed
Male,ECE,8.54,78.5,73.2,0,3.4,72.7,8,2,5,2,4,5,3,6.0,3,No,Medium,Tier 1,Yes,Low,Placed
Male,IT,8.74,87.7,77.9,0,1.1,62.7,4,2,4,4,4,5,2,4.3,10,No,Low,Tier 1,Yes,Medium,Placed
Female,CSE,8.41,76.5,75.5,0,2.3,68.8,2,2,2,3,4,2,4,9.0,8,No,Medium,Tier 2,Yes,,Not Placed
Male,CSE,6.67,59.6,58.9,0,3.5,62.7,7,1,5,3,3,5,1,5.2,10,No,Low,Tier 3,Yes,Medium,Placed
Female,CE,7.83,69.3,72.4,0,3.7,73.3,1,2,1,4,3,0,0,6.6,9,No,Medium,Tier 3,No,Medium,Not Placed
Male,IT,6.66,60.0,70.7,1,4.3,73.0,8,3,5,1,4,5,3,4.8,4,No,High,Tier 3,Yes,Medium,Placed
Female,CSE,7.9,76.4,77.5,0,3.7,68.5,5,1,5,1,4,6,3,6.0,5,Yes,Medium,Tier 3,Yes,High,Placed
Male,IT,7.73,52.8,61.5,0,5.8,69.5,5,1,3,3,4,2,2,9.0,1,No,High,Tier 2,Yes,Low,Placed
Male,ME,8.01,70.8,72.1,0,6.5,82.7,3,2,1,3,4,2,1,7.4,8,No,High,Tier 1,Yes,Low,Placed
Male,ECE,9.2,71.1,74.7,0,2.6,64.0,4,3,2,2,4,2,3,6.1,4,No,High,Tier 1,Yes,,Placed
Female,IT,7.43,64.5,63.3,1,0.7,57.4,7,0,5,2,4,6,2,7.0,4,No,Medium,Tier 3,Yes,Low,Placed
Female,ECE,8.28,74.8,70.5,0,4.8,84.4,4,0,3,3,4,0,2,6.3,8,Yes,Medium,Tier 3,Yes,,Placed
Male,CSE,10.0,95.1,89.4,0,6.0,79.3,5,4,3,2,5,2,2,6.9,6,No,High,Tier 2,Yes,High,Placed
Male,CSE,8.55,80.8,76.1,1,2.4,62.3,7,2,5,4,5,6,2,7.9,4,Yes,Low,Tier 2,Yes,High,Placed
Female,ECE,8.03,79.0,71.5,0,3.4,75.0,6,2,5,2,4,6,1,6.6,9,Yes,Medium,Tier 2,Yes,Low,Placed
Male,ECE,8.5,74.7,85.1,0,5.9,77.5,3,3,1,3,4,1,4,7.3,3,Yes,High,Tier 3,Yes,Low,Not Placed
Male,IT,9.31,79.2,89.0,0,6.2,84.4,6,3,5,1,5,5,3,7.3,1,No,Medium,Tier 1,Yes,,Placed
Male,CE,9.94,86.5,88.4,0,4.9,67.1,5,2,2,1,5,2,4,6.6,3,Yes,High,Tier 3,Yes,High,Placed
Male,ME,7.21,68.1,66.8,2,4.1,73.6,6,3,5,4,4,6,2,6.1,9,No,Medium,Tier 2,Yes,High,Placed
Male,CE,8.6,84.4,85.4,0,3.0,66.3,6,3,4,1,5,5,1,6.4,5,No,High,Tier 1,Yes,Low,Placed
Male,CSE,7.22,67.1,58.0,2,4.4,72.5,4,1,3,1,4,3,2,7.8,5,No,Medium,Tier 3,Yes,Medium,Not Placed
Male,CSE,6.59,56.9,58.9,1,4.2,80.3,2,1,2,3,3,2,4,7.9,6,No,Medium,Tier 2,Yes,Low,Placed
Male,IT,8.78,72.1,80.8,0,5.3,78.3,8,4,5,3,4,5,6,5.6,6,Yes,Medium,Tier 3,Yes,Low,Placed
Male,CSE,8.46,75.0,72.1,0,4.8,64.6,8,1,5,3,4,4,4,6.7,1,No,High,Tier 3,No,,Placed
Male,CSE,5.88,56.3,50.0,0,1.2,66.1,7,0,5,3,3,5,3,6.1,8,No,High,Tier 2,Yes,Medium,Placed
Male,ME,7.41,60.4,64.0,2,3.7,63.9,3,3,3,3,4,1,6,8.0,7,No,High,Tier 3,Yes,,Placed
Female,ECE,8.05,82.4,71.2,0,6.6,76.7,8,0,5,2,3,5,3,6.4,8,No,Medium,Tier 2,Yes,,Placed
Male,IT,8.08,71.7,77.7,0,0.0,57.3,4,3,3,4,4,2,5,9.0,10,Yes,Medium,Tier 1,Yes,,Placed
Male,CSE,9.6,91.4,77.5,0,1.3,65.1,6,4,5,3,5,6,1,7.3,2,No,Low,Tier 3,Yes,Low,Placed
Male,CSE,6.88,56.6,64.0,1,2.0,66.3,4,3,3,2,3,5,1,8.4,5,No,High,Tier 2,Yes,Medium,Placed
Male,ECE,8.33,72.7,73.0,2,5.3,73.4,2,4,1,5,4,2,3,5.8,4,No,Medium,Tier 1,Yes,Low,Not Placed
Male,ME,9.82,95.0,90.4,0,3.0,67.9,4,2,2,3,4,2,0,7.0,8,No,Low,Tier 3,Yes,High,Placed
Male,ECE,9.78,82.1,96.3,0,4.2,80.9,1,3,2,4,5,2,0,7.7,4,No,Low,Tier 2,Yes,Low,Placed
Female,ECE,6.14,58.0,50.9,0,5.0,74.9,6,0,4,4,4,2,1,5.8,6,No,High,Tier 3,Yes,Low,Placed
Male,IT,7.93,67.0,77.0,3,5.0,65.9,4,2,2,4,3,2,3,7.0,10,No,High,Tier 3,Yes,Low,Not Placed
Female,IT,8.53,72.2,79.1,0,2.7,61.8,6,3,5,3,3,5,4,8.3,8,No,High,Tier 2,Yes,Low,Placed
Male,CSE,8.52,76.3,74.7,0,3.4,65.2,6,3,5,1,5,4,5,6.6,7,No,Medium,Tier 2,No,,Placed
Male,ECE,9.21,79.6,85.8,0,3.6,81.5,5,2,3,1,4,2,3,6.0,1,No,Medium,Tier 2,No,Low,Placed
Male,ECE,6.76,62.4,64.7,2,7.3,77.0,1,1,1,5,3,0,1,9.0,7,No,Medium,Tier 2,No,High,Not Placed
Male,IT,8.23,72.9,70.1,0,3.6,66.2,8,3,5,5,4,5,6,5.6,10,No,Low,Tier 3,Yes,Medium,Placed
Male,IT,8.93,76.7,74.1,0,5.2,76.5,8,2,5,5,4,5,9,7.2,3,No,High,Tier 3,Yes,High,Placed
Female,CSE,9.7,86.4,81.4,0,5.4,83.7,4,3,4,3,5,4,2,6.2,5,No,Low,Tier 1,Yes,,Placed
Male,CE,8.93,88.0,78.2,0,6.2,76.9,2,2,2,2,4,2,3,5.9,10,No,Medium,Tier 2,Yes,Low,Placed
Female,ECE,9.09,77.1,78.3,0,5.8,74.0,8,2,5,5,4,4,7,7.9,7,Yes,Medium,Tier 3,Yes,Low,Placed
Female,CSE,8.62,72.2,80.4,0,4.1,79.1,6,3,5,5,4,5,7,6.8,8,No,Medium,Tier 2,Yes,Medium,Placed
Male,CSE,8.58,72.3,80.0,0,5.0,75.3,6,2,4,2,4,2,4,7.5,5,No,High,Tier 3,Yes,High,Placed
Male,ECE,9.95,84.7,90.6,0,9.0,88.1,4,3,3,5,5,2,6,4.3,10,Yes,Low,Tier 3,Yes,High,Placed
Male,ECE,7.01,58.5,67.9,0,2.5,71.8,2,0,2,5,3,2,2,7.6,9,No,Medium,Tier 2,Yes,,Placed
Male,CSE,8.99,74.3,80.7,0,3.0,69.6,5,3,3,2,4,2,2,6.1,6,No,Low,Tier 2,No,Low,Placed
Male,ME,7.5,71.9,69.6,0,1.7,68.7,7,3,4,4,4,4,4,4.7,10,Yes,Low,Tier 3,Yes,,Not Placed
Male,CSE,8.07,73.5,75.1,0,4.4,70.9,8,0,5,3,4,5,3,9.0,4,No,Medium,Tier 2,Yes,,Placed
Male,ME,8.24,73.9,72.1,0,3.1,66.2,7,4,5,3,5,6,4,7.7,2,No,Low,Tier 2,Yes,,Placed
Male,ECE,7.76,81.8,64.3,0,1.9,67.3,7,3,5,2,4,6,0,7.3,8,No,Medium,Tier 3,Yes,Low,Placed
Female,CSE,10.0,93.0,83.9,0,4.0,76.8,6,2,4,5,5,4,6,8.5,5,No,Medium,Tier 3,Yes,Low,Placed
Female,ECE,6.54,76.6,65.3,1,1.3,62.5,3,0,2,4,4,2,4,7.3,2,No,Low,Tier 1,No,Low,Not Placed
Female,CSE,6.97,69.2,57.6,1,6.5,76.5,4,3,3,2,3,2,1,6.0,6,No,Low,Tier 1,No,Low,Not Placed
Male,ECE,7.34,60.0,71.1,1,6.1,86.9,1,1,1,1,4,2,3,6.8,3,No,Medium,Tier 1,No,Medium,Placed
Male,CSE,8.86,73.1,87.2,0,7.5,85.6,8,3,5,5,4,6,3,6.2,1,No,High,Tier 2,Yes,,Placed
Male,ECE,8.32,72.3,71.4,0,9.3,88.7,8,3,5,1,5,5,2,6.4,6,No,Medium,Tier 2,Yes,,Placed
Male,CSE,5.18,50.0,50.0,0,0.7,55.1,7,0,5,4,3,4,5,5.5,10,Yes,Medium,Tier 2,Yes,Medium,Placed
Male,ME,7.71,75.8,67.7,0,3.7,73.6,8,1,5,4,3,5,3,5.8,3,No,Medium,Tier 1,Yes,Medium,Placed
Female,CE,7.73,67.5,67.5,0,6.6,73.8,7,2,4,1,4,5,3,8.1,4,Yes,Medium,Tier 2,Yes,,Placed
Female,CSE,9.74,87.1,96.5,0,6.5,83.8,6,4,4,5,4,5,6,7.4,6,No,Low,Tier 2,Yes,High,Placed
Male,ECE,9.0,75.2,85.4,0,5.7,84.8,4,3,2,1,5,3,2,6.4,10,No,Medium,Tier 2,Yes,Low,Placed
Male,CSE,8.38,78.7,74.7,0,1.9,72.0,7,2,5,2,4,5,2,5.8,5,No,Medium,Tier 2,Yes,Low,Placed
Male,ME,6.64,65.2,63.8,0,4.6,80.4,3,0,3,5,3,3,2,6.5,7,No,Medium,Tier 1,Yes,Low,Placed
Male,CSE,9.88,92.8,96.3,0,6.1,74.5,8,4,5,3,5,6,2,5.0,8,No,Medium,Tier 3,Yes,Low,Placed
Male,ECE,6.83,62.1,59.5,0,3.3,74.5,3,1,1,1,4,0,1,7.2,10,Yes,High,Tier 1,No,Medium,Placed
Male,ECE,9.0,86.1,85.3,0,2.5,65.6,7,2,5,3,5,6,2,8.1,6,No,Low,Tier 2,Yes,Low,Placed
Male,IT,8.52,79.4,72.1,1,3.4,75.9,8,2,5,1,4,5,4,9.0,7,No,High,Tier 3,No,Low,Placed
Female,ECE,7.41,70.6,63.3,1,2.9,69.9,6,2,4,1,4,3,3,5.7,4,No,Medium,Tier 2,Yes,High,Placed
Male,ME,8.62,73.7,79.1,1,4.5,72.3,2,2,3,5,5,3,1,8.1,10,No,Medium,Tier 3,Yes,Low,Not Placed
Female,ECE,8.07,71.2,72.7,0,1.1,61.8,3,3,1,3,5,0,1,6.2,4,No,Low,Tier 1,Yes,Medium,Placed
Male,IT,9.79,91.2,87.7,0,7.3,84.2,4,3,3,2,5,3,1,5.6,7,No,Medium,Tier 2,Yes,Low,Placed
Male,CE,7.55,65.6,71.8,0,2.9,66.0,8,1,5,4,3,5,4,5.6,4,No,Medium,Tier 2,Yes,Low,Placed
Male,CSE,8.03,82.5,71.6,1,2.0,58.1,8,1,5,2,4,5,6,7.2,10,Yes,Medium,Tier 1,Yes,Low,Not Placed
Male,IT,6.96,64.8,67.6,0,3.2,75.0,7,3,4,3,4,4,5,5.9,10,No,Low,Tier 2,Yes,Medium,Placed
Male,ECE,9.43,87.7,88.2,0,4.5,71.8,7,2,5,4,5,5,1,6.3,10,Yes,Medium,Tier 2,Yes,Medium,Placed
Female,IT,7.64,74.0,69.2,1,0.9,69.9,8,2,5,3,4,5,5,6.5,8,Yes,Low,Tier 2,Yes,,Placed
Female,IT,7.26,66.7,64.2,1,2.9,73.8,8,3,5,4,4,6,9,6.1,5,Yes,High,Tier 3,Yes,,Placed
Male,CSE,8.75,81.1,78.8,0,3.9,73.4,7,2,5,3,5,6,1,6.0,9,No,High,Tier 1,Yes,High,Placed
Male,CE,8.87,76.9,74.3,0,2.7,75.8,7,2,5,3,4,6,3,4.1,10,No,Low,Tier 2,Yes,High,Placed
Female,CSE,7.4,64.9,65.2,0,2.1,64.0,6,3,5,4,3,5,1,7.1,10,No,High,Tier 2,Yes,Medium,Placed
Male,CSE,10.0,90.0,84.5,0,5.9,82.0,6,3,5,3,5,6,0,7.1,9,No,High,Tier 2,Yes,Low,Placed
Male,CSE,10.0,84.5,92.2,0,5.9,78.4,7,4,5,4,5,4,2,6.0,8,No,Medium,Tier 3,Yes,High,Placed
Male,CE,8.73,86.6,71.7,0,5.8,68.2,3,2,2,3,4,1,1,7.4,5,No,Medium,Tier 2,Yes,,Placed
Female,CSE,7.97,66.0,64.2,0,5.1,73.3,2,2,2,3,4,1,3,8.7,10,Yes,Medium,Tier 1,Yes,Medium,Placed
Female,CSE,6.73,55.2,60.2,0,1.6,60.7,5,0,4,3,3,5,1,7.0,5,No,Medium,Tier 3,Yes,Low,Placed
Male,CE,7.25,65.3,68.4,1,4.0,69.0,6,2,4,5,3,6,3,8.6,8,No,Medium,Tier 3,Yes,Medium,Not Placed
Female,CSE,7.07,65.9,63.4,0,6.7,75.6,6,2,3,5,3,4,2,9.0,4,No,Medium,Tier 2,Yes,,Placed
Female,CSE,8.73,74.9,84.5,0,1.6,55.0,7,3,5,4,4,5,3,9.0,5,No,Medium,Tier 2,Yes,Medium,Placed
Male,CSE,7.91,68.6,71.8,0,2.0,68.0,7,1,4,1,4,6,6,5.6,6,No,Low,Tier 1,Yes,Medium,Placed
Male,ECE,7.92,69.9,82.8,0,4.5,70.3,2,4,1,1,4,1,2,5.6,4,No,High,Tier 1,Yes,High,Placed
Male,ECE,5.8,52.4,53.3,0,5.5,75.8,7,0,4,5,2,6,2,6.5,4,No,Medium,Tier 1,Yes,Medium,Placed
Female,CSE,9.15,85.6,94.7,0,5.4,79.5,7,4,5,1,3,4,2,7.2,5,No,Medium,Tier 2,Yes,High,Placed
Male,IT,8.49,72.7,76.5,0,4.6,73.1,8,3,5,5,5,5,1,8.9,6,No,High,Tier 3,Yes,High,Placed
Female,CE,8.21,71.8,77.4,1,2.0,69.8,3,1,2,2,4,3,0,7.8,4,No,Medium,Tier 2,Yes,Low,Not Placed
Male,ECE,8.23,76.0,74.9,0,5.0,77.4,6,2,3,4,4,3,2,5.6,10,Yes,Medium,Tier 1,Yes,,Placed
Female,ECE,9.21,88.8,84.8,0,2.8,66.5,7,2,5,4,5,4,5,6.3,5,Yes,High,Tier 1,Yes,Medium,Placed
Male,ECE,6.82,65.9,58.1,1,4.7,75.4,6,1,5,5,3,5,5,6.9,6,No,High,Tier 2,Yes,High,Placed
Male,ME,10.0,91.9,92.7,0,3.8,75.2,8,3,5,3,4,5,3,5.2,9,No,Low,Tier 2,Yes,,Placed
Female,CSE,6.89,51.7,55.8,1,3.4,69.1,8,2,5,5,3,6,3,7.0,7,No,Medium,Tier 2,Yes,Medium,Placed
Female,CSE,8.75,74.4,78.3,1,8.7,89.2,5,1,3,3,5,3,2,5.6,6,No,High,Tier 2,Yes,,Not Placed
Female,IT,5.13,50.0,50.0,1,1.6,69.0,7,0,5,4,3,4,6,5.0,7,No,Medium,Tier 2,Yes,,Placed
Male,CSE,8.27,79.5,72.5,0,2.5,65.3,8,3,5,5,5,5,2,5.9,5,No,Medium,Tier 1,Yes,Medium,Placed
Female,ECE,8.37,70.0,80.3,0,6.1,81.7,3,1,2,4,4,1,4,7.5,6,Yes,Low,Tier 1,Yes,Medium,Placed
Male,IT,8.68,70.4,80.1,0,7.5,80.5,8,0,5,3,4,6,2,7.5,10,No,Low,Tier 1,Yes,Medium,Placed
Male,ME,8.96,82.6,71.2,0,5.3,79.8,8,4,5,5,5,4,2,7.1,5,No,Medium,Tier 1,Yes,High,Placed
Male,ECE,7.93,73.9,75.8,0,3.5,65.3,2,2,2,2,4,3,3,8.2,4,No,Medium,Tier 1,Yes,,Not Placed
Male,ME,9.72,83.7,87.5,0,2.4,68.4,8,4,5,4,5,4,2,8.1,6,No,High,Tier 2,Yes,,Placed
Male,CSE,8.1,70.7,77.3,0,5.7,78.2,7,4,4,2,4,6,4,7.2,6,Yes,Medium,Tier 3,Yes,High,Placed
Female,CE,8.79,87.1,79.8,0,4.0,74.9,6,1,4,4,5,5,4,7.1,8,No,Low,Tier 3,Yes,Medium,Placed
Male,ECE,7.48,60.4,60.8,0,3.0,69.3,4,2,3,5,4,2,2,7.2,3,Yes,Low,Tier 2,Yes,Low,Placed
Female,IT,9.62,81.4,93.7,0,6.1,77.3,8,3,4,5,5,4,2,6.8,7,Yes,High,Tier 3,Yes,Medium,Placed
Male,IT,7.23,68.1,69.1,2,3.7,65.3,6,0,5,3,3,6,6,4.4,4,No,Medium,Tier 1,Yes,High,Not Placed
